FID,plot,other_name,gradient,park,project,SU,strata_LC,strata_GD,Observ1,Observ2,Observ3,elev,slope,inc_radiat,heat_loa,aspect,tree,subshrub,shrub,forb,gram,bryo,lichen,soil,duff,rock,water,richness,succ_p,succ_a,height,tissue,comment,lat,long,GPS_accur,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Height,Vert_Prec,Horz_Prec,Std_Dev,vascular,topo,HUC,Ecoreg_1,Ecoreg_2,Ecoreg_3,Eco_veg,Dep_type,Dep_Name,SecEcoR,Section,Subsect,Lithol,Physiogr,Limest,Beikman,Calcar,arcn_20100,arcn_20101,arcn_20102,arcn_20103,arcn_20104,arcn_20105,arcn_20106
0,04-B3, ,1.000000000000000,3.000000000000000,NOAT-E,Lplot,Low birch/Ericaceous,SW-block,Emily A Holt,Sarah Nunn, ,240.000000000000000,8.000000000000000,-0.522481000000000,0.200758000000000,220.000000000000000,0.000000000000000,13.000000000000000,5.000000000000000,40.000000000000000,30.000000000000000,30.000000000000000,10.000000000000000,0.000000000000000,10.000000000000000,0.010000000000000,2.000000000000000,27.000000000000000,2.026068000000000,2.014198000000000,5.502500000000000,1.000000000000000, ,67.397677000000002,-162.241131000000000,< 15 m, , , ,Garmin 12Map,7/6/2004 0:00:00, , , , , , , , , , , , ,4.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,230.000000000000000,3.000000000000000,83.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,78.000000000000000,31.000000000000000,13.000000000000000,2.000000000000000,1176.000000000000000,1.000000000000000,3,158,182,154,90,77,65
1,04-B5, ,1.000000000000000,3.000000000000000,NOAT-E,Lplot,Low birch/Ericaceous,SW-block,Emily A Holt,Sarah Nunn, ,70.000000000000000,0.500000000000000,-0.685179000000000,0.816671000000000,330.000000000000000,0.010000000000000,30.000000000000000,40.000000000000000,10.000000000000000,36.000000000000000,65.000000000000000,10.000000000000000,2.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,26.000000000000000,2.071759000000000,2.159465000000000,3.000000000000000,1.000000000000000, ,67.805228000000000,-162.678590000000010,< 15 m, , , ,Garmin 12Map,7/7/2004 0:00:00, , , , , , , , , , , , ,5.000000000000000,3.000000000000000,2.000000000000000,8.000000000000000,241.000000000000000,2.000000000000000,83.000000000000000,1.000000000000000,3.000000000000000,19.000000000000000,64.000000000000000,23.000000000000000,11.000000000000000,2.000000000000000,1176.000000000000000,1.000000000000000,3,137,163,141,76,57,54
2,04-D1, ,1.000000000000000,3.000000000000000,NOAT-E,Lplot,Dwarf shrub,NW-block,Emily A Holt,Sarah Nunn, ,130.000000000000000,15.000000000000000,-0.399302000000000,0.996943000000000,142.500000000000000,10.000000000000000,15.000000000000000,50.000000000000000,12.000000000000000,10.000000000000000,25.000000000000000,3.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,19.000000000000000,1.992929000000000,2.044097000000000,1.500000000000000,1.000000000000000, ,68.015411999999998,-161.503432000000000,< 15 m, , , ,Garmin 12Map,7/11/2004 0:00:00, , , , , , , , , , , , ,4.000000000000000,2.000000000000000,2.000000000000000,8.000000000000000,241.000000000000000,8.000000000000000,59.000000000000000,1.000000000000000,2.000000000000000,18.000000000000000,82.000000000000000,17.000000000000000,5.000000000000000,3.000000000000000,310.000000000000000,0.000000000000000,3,150,181,137,79,60,57
3,04-D12, ,1.000000000000000,3.000000000000000,NOAT-E,Lplot,Dwarf shrub,SW-block,Emily A Holt,Sarah Nunn, ,45.000000000000000,0.000000000000000,-0.676000000000000,0.237339000000000,0.000000000000000,0.000000000000000,53.000000000000000,3.000000000000000,0.010000000000000,72.000000000000000,10.000000000000000,1.000000000000000,3.000000000000000,1.000000000000000,0.000000000000000,5.000000000000000,14.000000000000000,1.921296000000000,2.091667000000000,1.750000000000000,0.000000000000000, ,67.783168000000003,-162.649734000000000,< 15 m, , , ,Garmin 12Map,7/7/2004 0:00:00, , , , , , , , , , , , ,5.000000000000000,3.000000000000000,2.000000000000000,8.000000000000000,241.000000000000000,6.000000000000000,83.000000000000000,1.000000000000000,3.000000000000000,19.000000000000000,64.000000000000000,23.000000000000000,11.000000000000000,2.000000000000000,1176.000000000000000,1.000000000000000,3,154,170,128,80,58,51
4,04-F1, ,0.000000000000000,3.000000000000000,NOAT-E,Lplot,Conifer forest,NW-block,Emily A Holt,Sarah Nunn, ,95.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,68.034953000000002,-162.352757000000000,< 15 m, , , ,Garmin 12Map,7/8/2004 0:00:00, , , , , , , , , , , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5,104,120,107,46,40,36
5,04-F2, ,1.000000000000000,3.000000000000000,NOAT-E,Lplot,Conifer forest,SW-block,Emily A Holt,Sarah Nunn, ,210.000000000000000,6.000000000000000,-0.568164000000000,0.992188000000000,130.000000000000000,35.000000000000000,22.000000000000000,40.000000000000000,47.000000000000000,30.000000000000000,35.000000000000000,11.000000000000000,2.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,25.000000000000000,1.463580000000000,1.344815000000000,3.250000000000000,0.000000000000000, ,67.214849999999998,-162.081447999999990,< 15 m, , , ,Garmin 12Map,7/12/2004 0:00:00, , , , , , , , , , , , ,4.000000000000000,3.000000000000000,2.000000000000000,8.000000000000000,241.000000000000000,6.000000000000000,128.000000000000000,1.000000000000000,3.000000000000000,13.000000000000000,72.000000000000000,23.000000000000000,8.000000000000000,2.000000000000000,1176.000000000000000,1.000000000000000,3,77,104,135,58,26,30
6,04-F3, ,1.000000000000000,3.000000000000000,NOAT-E,Lplot,Conifer forest,NW-block,Emily A Holt,Sarah Nunn, ,95.000000000000000,0.000000000000000,-0.676000000000000,0.237339000000000,0.000000000000000,20.000000000000000,40.000000000000000,48.000000000000000,30.000000000000000,25.000000000000000,65.000000000000000,25.000000000000000,2.000000000000000,3.000000000000000,0.000000000000000,7.000000000000000,26.000000000000000,1.454861000000000,1.395299000000000,0.000000000000000,1.000000000000000, ,68.032478999999995,-162.389179000000010,< 15 m, , , ,Garmin 12Map,7/8/2004 0:00:00, , , , , , , , , , , , ,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4,62,88,128,47,22,25
7,04-H2, ,1.000000000000000,3.000000000000000,NOAT-E,Lplot,Herbaceous community,NW-block,Emily A Holt,Sarah Nunn, ,800.000000000000000,20.000000000000000,-0.312799000000000,0.743581000000000,200.000000000000000,0.000000000000000,33.000000000000000,0.000000000000000,40.000000000000000,10.000000000000000,2.000000000000000,10.000000000000000,3.000000000000000,5.000000000000000,25.000000000000000,0.000000000000000,39.000000000000000,2.183704000000000,2.286632000000000,10.000000000000000,0.000000000000000, ,68.256842000000006,-160.429078000000000,< 15 m, , , ,Garmin 12Map,7/10/2004 0:00:00, , , , , , , , , , , , ,3.000000000000000,2.000000000000000,3.000000000000000,3.000000000000000,230.000000000000000,3.000000000000000,110.000000000000000,1.000000000000000,2.000000000000000,6.000000000000000,32.000000000000000,3.000000000000000,13.000000000000000,2.000000000000000,905.000000000000000,0.000000000000000,3,245,249,153,101,88,70
8,04-H3, ,1.000000000000000,3.000000000000000,NOAT-E,Lplot,Herbaceous community,NW-block,Emily A Holt,Sarah Nunn, ,360.000000000000000,6.000000000000000,-0.597986000000000,0.781227000000000,110.000000000000000,0.000000000000000,23.000000000000000,24.000000000000000,57.000000000000000,3.000000000000000,40.000000000000000,10.000000000000000,5.000000000000000,5.000000000000000,0.000000000000000,5.000000000000000,35.000000000000000,1.948512000000000,2.005506000000000,5.000000000000000,1.000000000000000, ,68.319023999999999,-161.064190000000000,< 15 m, , , ,Garmin 12Map,7/9/2004 0:00:00, , , , , , , , , , , , ,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,230.000000000000000,3.000000000000000,110.000000000000000,1.000000000000000,2.000000000000000,6.000000000000000,52.000000000000000,23.000000000000000,17.000000000000000,2.000000000000000,1171.000000000000000,1.000000000000000,4,158,184,150,79,62,50
9,04-L2, ,1.000000000000000,3.000000000000000,NOAT-E,Lplot,Talus lichen,NW-block,Emily A Holt,Sarah Nunn, ,615.000000000000000,12.000000000000000,-0.951093000000000,0.023789000000000,340.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,1.000000000000000,1.000000000000000,30.000000000000000,0.010000000000000,0.010000000000000,90.000000000000000,0.000000000000000,38.000000000000000,2.292130000000000,2.325000000000000,43.752499999999998,0.000000000000000, ,68.236654999999999,-160.786238999999990,< 15 m, , , ,Garmin 12Map,7/10/2004 0:00:00, , , , , , , , , , , , ,3.000000000000000,2.000000000000000,3.000000000000000,3.000000000000000,230.000000000000000,3.000000000000000,42.000000000000000,1.000000000000000,2.000000000000000,6.000000000000000,58.000000000000000,8.000000000000000,13.000000000000000,2.000000000000000,905.000000000000000,0.000000000000000,4,163,129,52,73,64,73
